school_code,school_name,is_private_center,region,gpa,grade,passed_candidates,regist,absent,sat,withheld,no-ca,clean,div_i,div_ii,div_iii,div_iv,div_0,STUDENTS,TEACHERS,STUDENT-TEACHER RATIO
s4351,GENDA SECONDARY SCHOOL,False,MANYARA,2.4317,,61.0,64.0,0.0,64.0,3.0,0.0,61.0,31.0,21.0,9.0,0.0,0.0,400,40,10:1
s4555,GLORIOUS SECONDARY SCHOOL,False,MJINI MAGHARIBI,3.5524,,35.0,35.0,0.0,35.0,0.0,0.0,35.0,0.0,12.0,22.0,1.0,0.0,200,16,13:1
s6360,GREEN LANE SECONDARY SCHOOL,False,TABORA,3.3333,,2.0,7.0,0.0,7.0,5.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,,,
p4351,GENDA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p5312,GODMAKO SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p5196,GREENCITY SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
s1495,GENESIS HIGH SCHOOL,False,NJOMBE,2.4896,,16.0,16.0,0.0,16.0,0.0,0.0,16.0,5.0,11.0,0.0,0.0,0.0,,,
s1409,HAGAFILO SECONDARY SCHOOL,False,NJOMBE,2.6667,,4.0,5.0,1.0,4.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,350,20,18:1
s2119,HARVEST MISSION SECONDARY SCHOOL,False,KAGERA,3.2745,,34.0,34.0,0.0,34.0,0.0,0.0,34.0,3.0,15.0,15.0,1.0,0.0,,,
s1366,HIGH VIEW SCHOOL OF ZANZIBAR,False,MJINI MAGHARIBI,1.7057,,94.0,94.0,0.0,94.0,0.0,0.0,94.0,83.0,11.0,0.0,0.0,0.0,,,
s1288,HAI SECONDARY SCHOOL,False,KILIMANJARO,2.2553,,203.0,203.0,0.0,203.0,0.0,0.0,203.0,118.0,74.0,11.0,0.0,0.0,,,
s4780,HAWA MCHOPA SECONDARY SCHOOL,False,LINDI,2.2325,,81.0,82.0,1.0,81.0,0.0,0.0,81.0,48.0,33.0,0.0,0.0,0.0,,,
s0312,HIGHLANDS SECONDARY SCHOOL,False,IRINGA,2.8413,,21.0,21.0,0.0,21.0,0.0,0.0,21.0,6.0,9.0,6.0,0.0,0.0,,,
s0391,HAILE SELASSIE SECONDARY SCHOOL,False,MJINI MAGHARIBI,3.5623,,91.0,93.0,1.0,92.0,1.0,0.0,91.0,5.0,21.0,64.0,1.0,0.0,,,
s4875,HAYATUL ISLAMIYA SECONDARY SCHOOL,False,MANYARA,2.7993,,49.0,58.0,0.0,58.0,9.0,0.0,49.0,12.0,26.0,11.0,0.0,0.0,400,40,10:1
s0739,HIJRA SEMINARY SECONDARY SCHOOL,False,DODOMA,2.3333,,28.0,40.0,1.0,39.0,11.0,0.0,28.0,17.0,8.0,3.0,0.0,0.0,Not Available,Not Available,Not Available
s0390,HAMAMNI SECONDARY SCHOOL,False,MJINI MAGHARIBI,3.0406,,156.0,156.0,0.0,156.0,0.0,0.0,156.0,18.0,94.0,43.0,1.0,0.0,,,
p4875,HAYATUL ISLAMIYA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
s3630,HOLLYWOOD SECONDARY SCHOOL,False,SONGWE,2.6944,,24.0,26.0,2.0,24.0,0.0,0.0,24.0,10.0,8.0,6.0,0.0,0.0,725,36,20:1
s2147,HAMZA AZIZI ALLY MEMORIAL SECONDARY SCHOOL,False,TABORA,2.5977,,29.0,29.0,0.0,29.0,0.0,0.0,29.0,8.0,19.0,2.0,0.0,0.0,,,
s4759,HEBRON SECONDARY SCHOOL,False,ARUSHA,2.2925,,53.0,53.0,0.0,53.0,0.0,0.0,53.0,30.0,23.0,0.0,0.0,0.0,,,
p3630,HOLLYWOOD SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
s6249,HANDENI GIRLS HIGH SCHOOL,False,TANGA,1.9432,,88.0,88.0,0.0,88.0,0.0,0.0,88.0,71.0,16.0,1.0,0.0,0.0,,,
p4759,HEBRON SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
s0964,HOMBOLO SECONDARY SCHOOL,False,DODOMA,2.6786,,98.0,98.0,0.0,98.0,0.0,0.0,98.0,33.0,46.0,18.0,1.0,0.0,,,
s0511,HANDENI SECONDARY SCHOOL,False,TANGA,2.0221,,166.0,169.0,3.0,166.0,0.0,0.0,166.0,130.0,34.0,2.0,0.0,0.0,,,
s4554,HENRY GOGARTY SECONDARY SCHOOL,False,ARUSHA,2.0423,,122.0,122.0,0.0,122.0,0.0,0.0,122.0,90.0,31.0,1.0,0.0,0.0,,,
p5513,HOVINAIS OPEN SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0511,HANDENI SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
s1642,HERI SECONDARY SCHOOL,False,DAR ES SALAAM,2.3333,,11.0,11.0,0.0,11.0,0.0,0.0,11.0,7.0,3.0,1.0,0.0,0.0,400,30,13:1
s0841,HUMURA SECONDARY SCHOOL,False,KAGERA,2.4406,,230.0,233.0,0.0,233.0,3.0,0.0,230.0,101.0,119.0,10.0,0.0,0.0,,,
s1324,HARAMBEE SECONDARY SCHOOL,False,KILIMANJARO,1.7996,,94.0,94.0,0.0,94.0,0.0,0.0,94.0,85.0,9.0,0.0,0.0,0.0,,,
p1642,HERI SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0841,HUMURA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
s4193,HARRISON UWATA SECONDARY SCHOOL,False,MBEYA,1.9653,,48.0,48.0,0.0,48.0,0.0,0.0,48.0,37.0,11.0,0.0,0.0,0.0,350,30,12:1
s4964,HERITAGE SECONDARY SCHOOL,False,PWANI,1.9359,,13.0,13.0,0.0,13.0,0.0,0.0,13.0,11.0,1.0,1.0,0.0,0.0,520,31,17:1
s0256,HURUMA GIRLS' SECONDARY SCHOOL,False,DODOMA,2.2679,,56.0,56.0,0.0,56.0,0.0,0.0,56.0,33.0,20.0,3.0,0.0,0.0,280,22,13:1
s4735,IBWAGA SECONDARY SCHOOL,False,DODOMA,2.4725,,85.0,86.0,1.0,85.0,0.0,0.0,85.0,32.0,51.0,2.0,0.0,0.0,,,
s3601,ILASI SECONDARY SCHOOL,False,SONGWE,2.5323,,31.0,31.0,0.0,31.0,0.0,0.0,31.0,10.0,20.0,1.0,0.0,0.0,,,
s0949,IRKISONGO SECONDARY SCHOOL,False,ARUSHA,2.4116,,147.0,148.0,1.0,147.0,0.0,0.0,147.0,64.0,79.0,4.0,0.0,0.0,,,
s0824,IDETE SECONDARY SCHOOL,False,TABORA,1.9566,,73.0,73.0,0.0,73.0,0.0,0.0,73.0,59.0,13.0,1.0,0.0,0.0,,,
p3601,ILASI SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
s4016,ISALU EXCEL HIGH SCHOOL,False,KILIMANJARO,2.9167,,2.0,20.0,0.0,20.0,18.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,,,
s4139,IDIGIMA SECONDARY SCHOOL,False,SONGWE,2.7691,,96.0,99.0,3.0,96.0,0.0,0.0,96.0,16.0,69.0,11.0,0.0,0.0,,,
s0110,ILBORU SECONDARY SCHOOL,False,ARUSHA,1.5956,,150.0,163.0,0.0,163.0,13.0,0.0,150.0,145.0,3.0,1.0,1.0,0.0,730,60,12:1
s1144,ISIMILA SECONDARY SCHOOL,False,IRINGA,2.7618,,205.0,205.0,0.0,205.0,0.0,0.0,205.0,40.0,139.0,26.0,0.0,0.0,,,
s1104,IDODI SECONDARY SCHOOL,False,IRINGA,2.4274,,124.0,124.0,0.0,124.0,0.0,0.0,124.0,61.0,54.0,9.0,0.0,0.0,,,
p0110,ILBORU SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
s3063,ISINGIRO SECONDARY SCHOOL,False,KAGERA,2.2949,,26.0,26.0,0.0,26.0,0.0,0.0,26.0,15.0,11.0,0.0,0.0,0.0,,,
s5936,IDRISSA ABDULWAKIL SECONDARY SCHOOL,False,KASKAZINI PEMBA,2.575,,20.0,20.0,0.0,20.0,0.0,0.0,20.0,6.0,13.0,1.0,0.0,0.0,,,
s0581,ILEJE SECONDARY SCHOOL,False,SONGWE,2.4355,,173.0,174.0,1.0,173.0,0.0,0.0,173.0,80.0,77.0,16.0,0.0,0.0,,,
s2334,ISLAMIYA SECONDARY SCHOOL,False,MWANZA,4.1667,,5.0,10.0,0.0,10.0,5.0,0.0,5.0,0.0,0.0,4.0,1.0,0.0,,,
s2044,IDUDA SECONDARY SCHOOL,False,MBEYA,2.0856,,74.0,75.0,1.0,74.0,0.0,0.0,74.0,51.0,21.0,2.0,0.0,0.0,,,
p0581,ILEJE SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
s0840,ISMANI SECONDARY SCHOOL,False,IRINGA,2.7251,,137.0,138.0,1.0,137.0,0.0,0.0,137.0,32.0,88.0,17.0,0.0,0.0,,,
s0370,IFAKARA SECONDARY SCHOOL,False,MOROGORO,3.1174,,280.0,281.0,0.0,281.0,0.0,0.0,281.0,36.0,137.0,106.0,1.0,1.0,800,35,23:1
s0956,ILEMBO SECONDARY SCHOOL,False,MBEYA,2.6615,,97.0,97.0,0.0,97.0,0.0,0.0,97.0,27.0,54.0,16.0,0.0,0.0,,,
s2427,ISONGOLE SECONDARY SCHOOL,False,MBEYA,2.5289,,254.0,256.0,2.0,254.0,0.0,0.0,254.0,95.0,141.0,18.0,0.0,0.0,,,
p0370,IFAKARA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
s2241,ILEMELA SECONDARY SCHOOL,False,GEITA,1.912,,72.0,73.0,1.0,72.0,0.0,0.0,72.0,63.0,9.0,0.0,0.0,0.0,,,
s5379,ISTIQAAMA TANGA ISLAMIC SECONDARY SCHOOL,False,TANGA,1.9483,,29.0,29.0,0.0,29.0,0.0,0.0,29.0,22.0,4.0,3.0,0.0,0.0,210,20,11:1
s0276,IFUNDA GIRLS' SECONDARY SCHOOL,False,IRINGA,2.5867,,321.0,321.0,0.0,321.0,0.0,0.0,321.0,117.0,164.0,40.0,0.0,0.0,700,25,28:1
s0715,ILONGERO SECONDARY SCHOOL,False,SINGIDA,2.1684,,290.0,293.0,2.0,291.0,1.0,0.0,290.0,188.0,90.0,12.0,0.0,0.0,,,
s0111,ITAGA SEMINARY,False,TABORA,2.4314,,17.0,17.0,0.0,17.0,0.0,0.0,17.0,8.0,8.0,1.0,0.0,0.0,,,
s0108,IFUNDA TECHNICAL SECONDARY SCHOOL,False,IRINGA,2.7662,,390.0,391.0,1.0,390.0,0.0,0.0,390.0,108.0,202.0,80.0,0.0,0.0,1000,80,13:1
p0715,ILONGERO SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
s0741,ITENDE SECONDARY SCHOOL,False,MBEYA,2.4444,,63.0,65.0,0.0,65.0,2.0,0.0,63.0,29.0,32.0,2.0,0.0,0.0,,,
s0457,IGAWILO SECONDARY SCHOOL,False,MBEYA,2.4855,,69.0,70.0,1.0,69.0,0.0,0.0,69.0,29.0,37.0,3.0,0.0,0.0,,,
s0515,ILULA SECONDARY SCHOOL,False,IRINGA,2.5187,,89.0,89.0,0.0,89.0,0.0,0.0,89.0,32.0,52.0,5.0,0.0,0.0,,,
p0741,ITENDE SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0457,IGAWILO SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
s4054,ILULU SECONDARY SCHOOL,False,LINDI,2.4191,,171.0,173.0,2.0,171.0,0.0,0.0,171.0,82.0,82.0,7.0,0.0,0.0,,,
s1032,ITIGI SECONDARY SCHOOL,False,SINGIDA,2.3816,,114.0,114.0,0.0,114.0,0.0,0.0,114.0,54.0,58.0,2.0,0.0,0.0,200,10,20:1
s0580,IGOWOLE SECONDARY SCHOOL,False,IRINGA,2.0931,,136.0,136.0,0.0,136.0,0.0,0.0,136.0,101.0,35.0,0.0,0.0,0.0,1113,50,22:1
s1770,IMAGE SECONDARY SCHOOL,False,IRINGA,2.9778,,45.0,45.0,0.0,45.0,0.0,0.0,45.0,9.0,22.0,14.0,0.0,0.0,,,
s1034,ITILIMA SECONDARY SCHOOL,False,SIMIYU,2.445,,103.0,103.0,0.0,103.0,0.0,0.0,103.0,42.0,57.0,4.0,0.0,0.0,,,
s1129,IGUGUNO SECONDARY SCHOOL,False,SINGIDA,2.3241,,145.0,145.0,0.0,145.0,0.0,0.0,145.0,79.0,62.0,4.0,0.0,0.0,,,
p1770,IMAGE SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p1034,ITILIMA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
s0713,IGUNGA SECONDARY SCHOOL,False,TABORA,1.7516,,104.0,104.0,0.0,104.0,0.0,0.0,104.0,101.0,3.0,0.0,0.0,0.0,750,24,31:1
s0368,IMBORU SECONDARY SCHOOL,False,MANYARA,2.6944,,78.0,80.0,1.0,79.0,1.0,0.0,78.0,20.0,49.0,9.0,0.0,0.0,,,
s1913,ITIPINGI SECONDARY SCHOOL,False,NJOMBE,2.9756,,41.0,41.0,0.0,41.0,0.0,0.0,41.0,8.0,19.0,14.0,0.0,0.0,,,
p0713,IGUNGA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0368,IMBORU SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
s4593,ITULAHUMBA SECONDARY SCHOOL,False,NJOMBE,2.25,,6.0,6.0,0.0,6.0,0.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,,,
s0109,IHUNGO SECONDARY SCHOOL,False,KAGERA,2.2966,,586.0,590.0,2.0,588.0,2.0,0.0,586.0,330.0,221.0,35.0,0.0,0.0,,,
s5325,IMPERIAL SECONDARY SCHOOL,False,PWANI,1.8542,,168.0,168.0,0.0,168.0,0.0,0.0,168.0,148.0,20.0,0.0,0.0,0.0,,,
s0681,IVUMWE SECONDARY SCHOOL,False,MBEYA,1.9127,,189.0,191.0,1.0,190.0,1.0,0.0,189.0,165.0,24.0,0.0,0.0,0.0,1800,43,42:1
p0109,IHUNGO SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
s3920,INGWE SECONDARY SCHOOL,False,MARA,2.1795,,78.0,78.0,0.0,78.0,0.0,0.0,78.0,51.0,27.0,0.0,0.0,0.0,,,
p0681,IVUMWE SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
s0313,IKIZU SECONDARY SCHOOL,False,MARA,2.7339,,62.0,62.0,0.0,62.0,0.0,0.0,62.0,20.0,29.0,13.0,0.0,0.0,650,43,15:1
s0887,INYONGA SECONDARY SCHOOL,False,KATAVI,2.7393,,202.0,203.0,1.0,202.0,0.0,0.0,202.0,64.0,97.0,41.0,0.0,0.0,,,
s0890,IWALANJE SECONDARY SCHOOL,False,MBEYA,2.6349,,168.0,168.0,0.0,168.0,0.0,0.0,168.0,55.0,88.0,25.0,0.0,0.0,,,
p0313,IKIZU SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0887,INYONGA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
s1157,IWAWA SECONDARY SCHOOL,False,NJOMBE,2.4303,,134.0,135.0,1.0,134.0,0.0,0.0,134.0,57.0,72.0,5.0,0.0,0.0,,,
s0924,IKUNGI SECONDARY SCHOOL,False,SINGIDA,2.7477,,72.0,73.0,1.0,72.0,0.0,0.0,72.0,16.0,47.0,9.0,0.0,0.0,,,
s0203,IRINGA GIRLS' SECONDARY SCHOOL,False,IRINGA,2.7222,,273.0,275.0,2.0,273.0,0.0,0.0,273.0,84.0,136.0,53.0,0.0,0.0,770,65,12:1
p0112,IYUNGA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
s0702,IKWIRIRI SECONDARY SCHOOL,False,PWANI,2.8605,,86.0,86.0,0.0,86.0,0.0,0.0,86.0,20.0,46.0,20.0,0.0,0.0,,,
p0203,IRINGA GIRLS' SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
s0112,IYUNGA TECHNICAL SECONDARY SCHOOL,False,MBEYA,2.7829,,208.0,211.0,1.0,210.0,2.0,0.0,208.0,63.0,87.0,58.0,0.0,0.0,,,
s2348,ILALA ISLAMIC SECONDARY SCHOOL,False,DAR ES SALAAM,2.0625,,32.0,32.0,0.0,32.0,0.0,0.0,32.0,25.0,7.0,0.0,0.0,0.0,250,20,13:1
s0449,J.J.MUNGAI SECONDARY SCHOOL,False,IRINGA,2.2492,,109.0,110.0,1.0,109.0,0.0,0.0,109.0,65.0,43.0,1.0,0.0,0.0,,,
s4084,JENERALI DAVID MSUGULI SECONDARY SCHOOL,False,KAGERA,2.1374,,205.0,205.0,0.0,205.0,0.0,0.0,205.0,142.0,60.0,3.0,0.0,0.0,,,
s0461,JOHN PAUL II KAHAMA SECONDARY SCHOOL,False,SHINYANGA,2.8778,,15.0,15.0,0.0,15.0,0.0,0.0,15.0,3.0,9.0,3.0,0.0,0.0,500,30,17:1
s0432,JABAL-HIRA MUSLIM JUNIOR SEMINARY,False,MOROGORO,2.6162,,33.0,33.0,0.0,33.0,0.0,0.0,33.0,15.0,11.0,7.0,0.0,0.0,,,
s6337,JENISTER MHAGAMA SECONDARY SCHOOL,False,RUVUMA,3.0285,,82.0,83.0,1.0,82.0,0.0,0.0,82.0,11.0,43.0,28.0,0.0,0.0,,,
p0461,JOHN PAUL II KAHAMA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0432,JABAL-HIRA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p4628,JIFUNZE HIGH SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
s0283,JOHN THE BAPTIST SECONDARY SCHOOL,False,DAR ES SALAAM,2.4815,,9.0,9.0,0.0,9.0,0.0,0.0,9.0,5.0,3.0,1.0,0.0,0.0,280,25,11:1
s0465,JAMHURI SECONDARY SCHOOL,False,DODOMA,2.3584,,186.0,190.0,4.0,186.0,0.0,0.0,186.0,91.0,89.0,6.0,0.0,0.0,Not Available,Not Available,Not Available
s4628,JIFUNZENI SECONDARY SCHOOL,False,MBEYA,2.0931,,34.0,35.0,0.0,35.0,1.0,0.0,34.0,26.0,8.0,0.0,0.0,0.0,460,35,13:1
s6062,JOKATE MWEGELO SECONDARY SCHOOL,False,PWANI,3.1641,,65.0,65.0,0.0,65.0,0.0,0.0,65.0,4.0,40.0,20.0,1.0,0.0,,,
p0465,JAMHURI SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
s1094,JIHAD SECONDARY SCHOOL,False,KIGOMA,2.6667,,4.0,4.0,0.0,4.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,,,
s5208,JOSEPHINE GIRLS' SECONDARY SCHOOL,False,NJOMBE,2.6894,,22.0,22.0,0.0,22.0,0.0,0.0,22.0,8.0,8.0,6.0,0.0,0.0,,,
s6494,JANETH MAGUFULI GIRLS SECONDARY SCHOOL,False,GEITA,2.9351,,149.0,150.0,1.0,149.0,0.0,0.0,149.0,15.0,103.0,31.0,0.0,0.0,,,
s4535,JIKOMBOE  SECONDARY SCHOOL,False,GEITA,2.4863,,158.0,158.0,0.0,158.0,0.0,0.0,158.0,63.0,87.0,8.0,0.0,0.0,,,
s3241,JOSIAH GIRLS' HIGH SCHOOL,False,KAGERA,2.6212,,22.0,22.0,0.0,22.0,0.0,0.0,22.0,11.0,5.0,6.0,0.0,0.0,400,25,16:1
s0833,JANG'OMBE SECONDARY SCHOOL,False,MJINI MAGHARIBI,2.8333,,30.0,33.0,3.0,30.0,0.0,0.0,30.0,8.0,14.0,8.0,0.0,0.0,,,
s0496,JITEGEMEE SECONDARY SCHOOL,False,DAR ES SALAAM,3.1419,,74.0,80.0,0.0,80.0,6.0,0.0,74.0,6.0,44.0,23.0,1.0,0.0,,,
s1241,JUHUDI SECONDARY SCHOOL,False,DAR ES SALAAM,2.5944,,270.0,275.0,5.0,270.0,0.0,0.0,270.0,96.0,148.0,25.0,1.0,0.0,,,
s0204,JANGWANI SECONDARY SCHOOL,False,DAR ES SALAAM,3.292,,111.0,113.0,0.0,113.0,0.0,0.0,113.0,13.0,45.0,52.0,1.0,2.0,1251,67,19:1
p0496,JITEGEMEE SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
s5282,JULIUS KAMBARAGE NYERERE SECONDARY SCHOOL,False,MARA,2.1667,,83.0,85.0,2.0,83.0,0.0,0.0,83.0,55.0,28.0,0.0,0.0,0.0,,,
s0611,KABANGA SECONDARY SCHOOL,False,KAGERA,3.0919,,332.0,332.0,0.0,332.0,0.0,0.0,332.0,41.0,173.0,116.0,2.0,0.0,,,
s0748,KAWAWA SECONDARY SCHOOL,False,IRINGA,2.7939,,55.0,55.0,0.0,55.0,0.0,0.0,55.0,12.0,32.0,11.0,0.0,0.0,1020,70,15:1
p0708,KIPINGO SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
s4192,KABUNGU SECONDARY SCHOOL,False,KATAVI,2.7459,,181.0,182.0,1.0,181.0,0.0,0.0,181.0,38.0,121.0,22.0,0.0,0.0,,,
s1420,KAYUKI SECONDARY SCHOOL,False,MBEYA,2.4129,,132.0,133.0,1.0,132.0,0.0,0.0,132.0,63.0,64.0,5.0,0.0,0.0,,,
s0478,KIPOKE SECONDARY SCHOOL,False,MBEYA,2.75,,4.0,4.0,0.0,4.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,,,
s0114,KAENGESA SEMINARY,False,RUKWA,2.8056,,12.0,12.0,0.0,12.0,0.0,0.0,12.0,2.0,8.0,2.0,0.0,0.0,,,
s0314,KAZIMA SECONDARY SCHOOL,False,TABORA,2.6895,,277.0,278.0,1.0,277.0,0.0,0.0,277.0,80.0,156.0,41.0,0.0,0.0,,,
p0478,KIPOKE SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
s0436,KAFULE SECONDARY SCHOOL,False,SONGWE,2.2358,,106.0,106.0,0.0,106.0,0.0,0.0,106.0,64.0,39.0,3.0,0.0,0.0,,,
s5025,KEIFO SECONDARY SCHOOL,False,MBEYA,2.8111,,15.0,34.0,0.0,34.0,19.0,0.0,15.0,2.0,12.0,1.0,0.0,0.0,,,
s0832,KIPONDA SECONDARY SCHOOL,False,MJINI MAGHARIBI,2.8638,,82.0,83.0,1.0,82.0,0.0,0.0,82.0,13.0,51.0,18.0,0.0,0.0,,,
s3135,KAFUNDO SECONDARY SCHOOL,False,MBEYA,1.7222,,78.0,78.0,0.0,78.0,0.0,0.0,78.0,75.0,3.0,0.0,0.0,0.0,,,
s5555,KEMEBOS SECONDARY SCHOOL,False,KAGERA,1.3646,,32.0,32.0,0.0,32.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,,,
p0832,KIPONDA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
s0612,KAGANGO SECONDARY SCHOOL,False,KAGERA,2.2672,,358.0,361.0,3.0,358.0,0.0,0.0,358.0,205.0,145.0,8.0,0.0,0.0,,,
s1593,KENT SECONDARY SCHOOL,False,DAR ES SALAAM,2.4545,,11.0,11.0,0.0,11.0,0.0,0.0,11.0,6.0,3.0,2.0,0.0,0.0,,,
s0207,KIRAENI GIRLS' SECONDARY SCHOOL,False,KILIMANJARO,2.7157,,17.0,17.0,0.0,17.0,0.0,0.0,17.0,6.0,8.0,3.0,0.0,0.0,,,
p0612,KAGANGO SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
s0119,KIBAHA SECONDARY SCHOOL,False,PWANI,1.4167,,162.0,163.0,1.0,162.0,0.0,0.0,162.0,159.0,3.0,0.0,0.0,0.0,820,70,12:1
s4785,KIRANDO SECONDARY SCHOOL,False,RUKWA,1.9529,,85.0,85.0,0.0,85.0,0.0,0.0,85.0,70.0,15.0,0.0,0.0,0.0,,,
s1482,KAGEMU SECONDARY SCHOOL,False,KAGERA,3.0049,,102.0,102.0,0.0,102.0,0.0,0.0,102.0,15.0,57.0,30.0,0.0,0.0,,,
p0119,KIBAHA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
s0468,KIRIKI SECONDARY SCHOOL,False,KILIMANJARO,2.2949,,13.0,13.0,0.0,13.0,0.0,0.0,13.0,8.0,4.0,1.0,0.0,0.0,,,
s0115,KAHORORO SECONDARY SCHOOL,False,KAGERA,2.4692,,395.0,398.0,2.0,396.0,1.0,0.0,395.0,187.0,161.0,46.0,1.0,0.0,,,
s6486,KIBAIGWA GIRLS SECONDARY SCHOOL,False,DODOMA,2.2486,,179.0,191.0,12.0,179.0,0.0,0.0,179.0,112.0,59.0,8.0,0.0,0.0,,,
s0188,KIRINJIKO ISLAMIC SEMINARY,False,KILIMANJARO,2.9369,,74.0,75.0,1.0,74.0,0.0,0.0,74.0,18.0,32.0,24.0,0.0,0.0,880,60,15:1
p0115,KAHORORO SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
s0604,KIBAKWE SECONDARY SCHOOL,False,DODOMA,2.0,,114.0,119.0,5.0,114.0,0.0,0.0,114.0,86.0,28.0,0.0,0.0,0.0,,,
p5444,KIRINJIKO ISLAMIC TEACHERS' COLLEGE  CENTRE,True,,,,,,,,,,,,,,,,,,
s0880,KAIGARA SECONDARY SCHOOL,False,KAGERA,2.6763,,69.0,69.0,0.0,69.0,0.0,0.0,69.0,18.0,44.0,7.0,0.0,0.0,,,
s0316,KIBASILA SECONDARY SCHOOL,False,DAR ES SALAAM,2.9443,,294.0,296.0,0.0,296.0,0.0,0.0,296.0,64.0,145.0,83.0,2.0,2.0,,,
s3761,KISARAWE II SECONDARY SCHOOL,False,DAR ES SALAAM,2.553,,88.0,88.0,0.0,88.0,0.0,0.0,88.0,25.0,59.0,4.0,0.0,0.0,,,
s1245,KAINAM SECONDARY SCHOOL,False,MANYARA,2.5909,,44.0,44.0,0.0,44.0,0.0,0.0,44.0,12.0,30.0,2.0,0.0,0.0,,,
p0316,KIBASILA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
s1272,KISARIKA SECONDARY SCHOOL,False,KILIMANJARO,2.9902,,68.0,69.0,1.0,68.0,0.0,0.0,68.0,7.0,43.0,18.0,0.0,0.0,,,
s0586,KAISHO SECONDARY SCHOOL,False,KAGERA,1.9067,,25.0,25.0,0.0,25.0,0.0,0.0,25.0,22.0,3.0,0.0,0.0,0.0,,,
s0413,KIBITI SECONDARY SCHOOL,False,PWANI,2.1798,,482.0,485.0,3.0,482.0,0.0,0.0,482.0,307.0,170.0,5.0,0.0,0.0,,,
s3495,KISAZA SECONDARY SCHOOL,False,TANGA,1.9368,,116.0,116.0,0.0,116.0,0.0,0.0,116.0,100.0,16.0,0.0,0.0,0.0,,,
p0586,KAISHO SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0413,KIBITI SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
s1418,KISHAPU SECONDARY SCHOOL,False,SHINYANGA,1.9254,,67.0,67.0,0.0,67.0,0.0,0.0,67.0,57.0,10.0,0.0,0.0,0.0,,,
s4631,KAIZIREGE SECONDARY SCHOOL,False,KAGERA,2.0988,,162.0,162.0,0.0,162.0,0.0,0.0,162.0,112.0,45.0,5.0,0.0,0.0,400,30,13:1
