school_code,prev_sat,SCHOOL OWNERSHIP,SCHOOL CATEGORY,SCHOOL TYPE,COMBINATIONS CATEGORY,ACADEMIC LEVEL CATEGORY,prev_gpa,gpa,sat,STUDENTS,TEACHERS,STUDENT-TEACHER RATIO,student_teacher_ratio
s0182,33.0,PRIVATE,BOYS ONLY,DAY AND BOARDING,MIXED,COMBINED OA,3.0101,3.0513,13.0,170.0,19.0,9:1,8.947368421052632
s0184,30.0,PRIVATE,BOYS AND GIRLS,BOARDING,MIXED,COMBINED OA,1.6222,2.0373,76.0,500.0,30.0,17:1,16.666666666666668
s0188,88.0,PRIVATE,BOYS AND GIRLS,BOARDING,MIXED,COMBINED OA,2.9242,2.9369,74.0,880.0,60.0,15:1,14.666666666666666
s0189,85.0,PRIVATE,BOYS ONLY,DAY AND BOARDING,MIXED,COMBINED OA,1.8216,1.6705,86.0,500.0,45.0,11:1,11.11111111111111
s0190,16.0,,,,,,2.8021,3.0278,6.0,,,,
s0197,11.0,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,MIXED,COMBINED OA,3.6364,2.4667,10.0,400.0,20.0,20:1,20.0
s0198,9.0,,,,,,2.8519,2.2917,12.0,,,,
s0201,403.0,,,,,,2.4309,2.1787,374.0,,,,
s0202,476.0,GOVERNMENT,GIRLS ONLY,BOARDING,MIXED,ALEVEL ONLY,2.5826,2.414,438.0,800.0,40.0,20:1,20.0
s0203,290.0,GOVERNMENT,GIRLS ONLY,BOARDING,MIXED,COMBINED OA,2.9782,2.7222,273.0,770.0,65.0,12:1,11.846153846153847
s0204,156.0,GOVERNMENT,GIRLS ONLY,DAY AND BOARDING,MIXED,COMBINED OA,3.156,3.292,113.0,1251.0,67.0,19:1,18.671641791044777
s0205,35.0,PRIVATE,GIRLS ONLY,BOARDING,MIXED,COMBINED OA,2.7619,3.2604,64.0,800.0,40.0,20:1,20.0
s0206,100.0,GOVERNMENT,GIRLS ONLY,BOARDING,MIXED,COMBINED OA,2.0217,1.822,88.0,650.0,50.0,13:1,13.0
s0207,18.0,,,,,,2.7685,2.7157,17.0,,,,
s0208,249.0,,,,,,2.7651,2.7025,293.0,,,,
s0209,386.0,GOVERNMENT,GIRLS ONLY,BOARDING,MIXED,COMBINED OA,2.8614,2.2433,387.0,500.0,40.0,13:1,12.5
s0210,60.0,,,,,,2.4139,2.7704,53.0,,,,
s0211,424.0,,,,,,2.8451,2.7286,471.0,,,,
s0212,380.0,,,,,,2.4254,2.5407,381.0,,,,
s0213,242.0,,,,,,2.4497,2.4292,358.0,,,,
s0214,145.0,GOVERNMENT,GIRLS ONLY,BOARDING,MIXED,COMBINED OA,1.6425,1.737,154.0,600.0,45.0,13:1,13.333333333333334
s0215,312.0,,,,,,2.0422,1.8103,391.0,,,,
s0216,435.0,,,,,,2.4034,2.5756,420.0,,,,
s0217,15.0,,,,,,3.1,3.4167,10.0,,,,
s0218,253.0,,,,,,2.915,2.7003,254.0,,,,
s0219,398.0,,,,,,2.4261,2.4835,414.0,,,,
s0220,122.0,GOVERNMENT,GIRLS ONLY,BOARDING,MIXED,COMBINED OA,1.9699,1.757,107.0,700.0,50.0,14:1,14.0
s0221,361.0,,,,,,2.241,2.509,333.0,,,,
s0222,191.0,,,,,,3.2539,2.8966,179.0,,,,
s0223,30.0,,,,,,3.1222,2.1548,14.0,,,,
s0224,41.0,PRIVATE,GIRLS ONLY,BOARDING,MIXED,COMBINED OA,1.9472,2.2625,40.0,500.0,30.0,17:1,16.666666666666668
s0227,549.0,,,,,,2.8063,2.4318,462.0,,,,
s0228,385.0,GOVERNMENT,GIRLS ONLY,BOARDING,MIXED,ALEVEL ONLY,2.6671,2.9932,393.0,700.0,50.0,14:1,14.0
s0229,262.0,,,,,,2.6724,2.401,325.0,,,,
s0230,362.0,,,,,,2.6975,2.318,327.0,,,,
s0233,286.0,PRIVATE,GIRLS ONLY,BOARDING,MIXED,COMBINED OA,1.7931,1.8023,344.0,500.0,45.0,11:1,11.11111111111111
s0234,10.0,PRIVATE,GIRLS ONLY,BOARDING,MIXED,COMBINED OA,3.5,3.2121,11.0,322.0,19.0,17:1,16.94736842105263
s0235,10.0,PRIVATE,GIRLS ONLY,BOARDING,MIXED,COMBINED OA,2.8167,2.5,13.0,600.0,45.0,13:1,13.333333333333334
s0240,8.0,,,,,,3.1458,2.9667,5.0,,,,
s0241,27.0,PRIVATE,GIRLS ONLY,BOARDING,MIXED,COMBINED OA,3.0864,2.1364,11.0,500.0,40.0,13:1,12.5
s0245,18.0,,,,,,2.6296,2.5917,20.0,,,,
s0246,26.0,,,,,,3.1795,2.9363,34.0,,,,
s0247,10.0,,,,,,2.3333,2.2667,10.0,,,,
s0248,81.0,PRIVATE,GIRLS ONLY,BOARDING,MIXED,COMBINED OA,1.9342,1.946,71.0,880.0,70.0,13:1,12.571428571428571
s0249,40.0,PRIVATE,GIRLS ONLY,DAY AND BOARDING,MIXED,COMBINED OA,2.6333,2.1609,29.0,500.0,30.0,17:1,16.666666666666668
s0252,47.0,,,,,,2.9433,3.0143,35.0,,,,
s0254,7.0,,,,,,2.6429,2.8182,11.0,,,,
s0255,140.0,PRIVATE,GIRLS ONLY,BOARDING,MIXED,COMBINED OA,2.0845,1.9399,147.0,420.0,43.0,10:1,9.767441860465116
s0256,40.0,PRIVATE,GIRLS ONLY,BOARDING,MIXED,COMBINED OA,2.7625,2.2679,56.0,280.0,22.0,13:1,12.727272727272727
s0263,83.0,PRIVATE,GIRLS ONLY,BOARDING,MIXED,COMBINED OA,2.3173,2.3941,74.0,480.0,35.0,14:1,13.714285714285714
s0264,82.0,PRIVATE,GIRLS ONLY,BOARDING,MIXED,COMBINED OA,2.6667,2.2374,106.0,600.0,37.0,16:1,16.216216216216218
s0266,6.0,,,,,,3.25,2.5556,18.0,,,,
s0271,110.0,,,,,,3.0136,2.4476,89.0,,,,
s0272,53.0,,,,,,2.3931,2.6733,50.0,,,,
s0275,8.0,,,,,,2.8958,2.0,1.0,,,,
s0276,321.0,GOVERNMENT,GIRLS ONLY,BOARDING,MIXED,ALEVEL ONLY,3.0218,2.5867,321.0,700.0,25.0,28:1,28.0
s0279,12.0,,,,,,2.4583,2.3148,9.0,,,,
s0281,186.0,,,,,,2.3916,2.1694,244.0,,,,
s0283,5.0,PRIVATE,GIRLS ONLY,BOARDING,,,2.4333,2.4815,9.0,280.0,25.0,11:1,11.2
s0284,34.0,,,,,,2.7059,2.8824,17.0,,,,
s0285,7.0,,,,,,2.8571,2.0,1.0,,,,
s0291,5.0,PRIVATE,BOYS AND GIRLS,BOARDING,,,3.5333,1.951,17.0,200.0,18.0,11:1,11.11111111111111
s0298,76.0,PRIVATE,GIRLS ONLY,DAY AND BOARDING,MIXED,COMBINED OA,1.9561,1.7706,77.0,325.0,30.0,11:1,10.833333333333334
s0299,177.0,,,,,,2.8399,2.7876,175.0,,,,
s0302,169.0,,,,,,2.5266,2.4477,137.0,,,,
s0304,53.0,,,,,,3.2673,3.2778,57.0,,,,
s0305,27.0,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,MIXED,COMBINED OA,3.1667,3.2981,52.0,370.0,23.0,16:1,16.08695652173913
s0306,203.0,,,,,,2.7438,2.7302,223.0,,,,
s0307,55.0,,,,,,3.6051,3.0,18.0,,,,
s0308,65.0,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,MIXED,COMBINED OA,2.5513,2.1549,71.0,810.0,50.0,16:1,16.2
s0309,111.0,,,,,,2.4303,2.4386,209.0,,,,
s0310,32.0,,,,,,1.9479,2.085,51.0,,,,
s0312,25.0,,,,,,3.2,2.8413,21.0,,,,
s0313,80.0,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,ARTS,COMBINED OA,2.6563,2.7339,62.0,650.0,43.0,15:1,15.116279069767442
s0314,323.0,,,,,,2.7895,2.6895,277.0,,,,
s0316,258.0,,,,,,3.0213,2.9443,296.0,,,,
s0317,12.0,,,,,,2.6528,3.2,10.0,,,,
s0320,239.0,,,,,,2.3417,2.0105,287.0,,,,
s0321,36.0,,,,,,3.1806,3.3203,51.0,,,,
s0323,55.0,,,,,,2.5485,2.5909,66.0,,,,
s0324,234.0,,,,,,2.6182,2.1911,322.0,,,,
s0325,190.0,,,,,,2.9895,2.6988,192.0,,,,
s0326,98.0,,,,,,2.0561,2.2583,151.0,,,,
s0328,237.0,,,,,,2.5661,2.6867,191.0,,,,
s0329,46.0,,,,,,2.221,2.094,94.0,,,,
s0330,166.0,,,,,,2.8062,2.3771,198.0,,,,
s0332,289.0,GOVERNMENT,BOYS AND GIRLS,DAY AND BOARDING,MIXED,COMBINED OA,2.4273,2.1805,388.0,700.0,40.0,18:1,17.5
s0333,370.0,GOVERNMENT,BOYS AND GIRLS,DAY AND BOARDING,MIXED,COMBINED OA,2.7766,2.3345,429.0,2000.0,100.0,20:1,20.0
s0334,551.0,,,,,,2.5369,2.5972,420.0,,,,
s0338,523.0,,,,,,2.1667,2.2138,548.0,,,,
s0339,222.0,,,,,,2.4872,2.5065,230.0,,,,
s0341,126.0,,,,,,2.8254,2.6048,160.0,,,,
s0342,59.0,PRIVATE,BOYS AND GIRLS,DAY,MIXED,COMBINED OA,3.1271,3.1974,65.0,1000.0,50.0,20:1,20.0
s0345,187.0,GOVERNMENT,BOYS AND GIRLS,DAY AND BOARDING,MIXED,COMBINED OA,3.3877,2.5053,189.0,1480.0,75.0,20:1,19.733333333333334
s0346,37.0,,,,,,3.3529,3.2482,58.0,,,,
s0347,390.0,GOVERNMENT,BOYS AND GIRLS,DAY AND BOARDING,MIXED,ALEVEL ONLY,3.1679,3.2818,454.0,590.0,40.0,15:1,14.75
s0348,117.0,,,,,,2.3604,2.2089,146.0,,,,
s0351,377.0,GOVERNMENT,BOYS AND GIRLS,BOARDING,MIXED,ALEVEL ONLY,2.5115,2.6951,439.0,700.0,30.0,23:1,23.333333333333332
s0352,498.0,,,,,,2.0994,2.0237,464.0,,,,
s0353,14.0,,,,,,1.8571,1.8246,19.0,,,,
s0355,35.0,,,,,,2.7524,2.45,50.0,,,,
s0356,33.0,,,,,,2.7929,2.7317,41.0,,,,
s0359,210.0,,,,,,2.8524,2.8122,161.0,,,,
s0360,241.0,,,,,,2.7981,2.491,278.0,,,,
s0361,40.0,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,ARTS,COMBINED OA,2.9583,2.3465,38.0,1040.0,70.0,15:1,14.857142857142858
s0363,26.0,,,,,,2.8654,2.474,32.0,,,,
s0364,474.0,GOVERNMENT,BOYS ONLY,BOARDING,MIXED,ALEVEL ONLY,2.6188,2.4533,496.0,800.0,50.0,16:1,16.0
s0367,111.0,,,,,,1.7432,1.7125,120.0,,,,
s0368,103.0,,,,,,2.7605,2.6944,79.0,,,,
s0369,450.0,,,,,,2.5733,2.3934,416.0,,,,
s0370,291.0,GOVERNMENT,GIRLS ONLY,BOARDING,MIXED,ALEVEL ONLY,2.9805,3.1174,281.0,800.0,35.0,23:1,22.857142857142858
s0380,42.0,,,,,,1.873,2.1531,49.0,,,,
s0381,32.0,,,,,,4.0269,3.127,21.0,,,,
s0382,77.0,,,,,,3.1996,3.7002,68.0,,,,
s0383,112.0,,,,,,2.8664,3.3476,187.0,,,,
s0385,66.0,,,,,,1.9851,2.0362,93.0,,,,
s0386,209.0,,,,,,2.5016,2.2464,255.0,,,,
s0387,30.0,PRIVATE,BOYS AND GIRLS,BOARDING,MIXED,COMBINED OA,2.8391,2.4593,45.0,566.0,24.0,0:1,23.583333333333332
s0388,81.0,PRIVATE,BOYS AND GIRLS,BOARDING,MIXED,COMBINED OA,2.0885,2.3965,124.0,850.0,50.0,17:1,17.0
s0389,62.0,,,,,,2.3387,2.4366,71.0,,,,
s0390,156.0,,,,,,3.0417,3.0406,156.0,,,,
s0391,43.0,,,,,,3.562,3.5623,92.0,,,,
s0397,17.0,,,,,,2.7941,2.4056,31.0,,,,
s0400,83.0,,,,,,3.0482,2.759,74.0,,,,
s0401,37.0,,,,,,3.1597,2.3889,12.0,,,,
s0404,378.0,,,,,,2.6314,2.285,286.0,,,,
s0405,181.0,,,,,,2.1361,2.5204,269.0,,,,
s0409,60.0,,,,,,2.4306,2.2862,46.0,,,,
s0413,433.0,,,,,,2.515,2.1798,482.0,,,,
s0416,168.0,,,,,,4.5665,4.4392,192.0,,,,
s0417,440.0,,,,,,2.8064,2.4861,446.0,,,,
s0418,77.0,,,,,,2.8095,2.0598,78.0,,,,
s0420,15.0,,,,,,2.8111,2.5432,27.0,,,,
s0425,216.0,,,,,,4.3426,4.46,225.0,,,,
s0426,115.0,,,,,,2.6696,2.4454,117.0,,,,
s0427,286.0,,,,,,2.9668,2.6565,214.0,,,,
s0429,61.0,,,,,,3.306,3.0299,39.0,,,,
s0430,130.0,GOVERNMENT,BOYS AND GIRLS,DAY AND BOARDING,ARTS,COMBINED OA,2.6744,2.4038,149.0,881.0,58.0,15:1,15.189655172413794
s0431,18.0,,,,,,3.5185,3.1068,78.0,,,,
s0432,25.0,,,,,,3.1806,2.6162,33.0,,,,
s0436,82.0,,,,,,2.6321,2.2358,106.0,,,,
s0439,28.0,,,,,,2.881,2.9737,19.0,,,,
s0440,165.0,,,,,,4.2525,3.7348,226.0,,,,
s0441,141.0,,,,,,2.6182,2.1616,99.0,,,,
s0443,107.0,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,MIXED,COMBINED OA,2.5967,2.5725,36.0,2650.0,75.0,0:1,35.333333333333336
s0445,71.0,,,,,,2.8897,2.3763,62.0,,,,
s0446,50.0,GOVERNMENT,BOYS AND GIRLS,DAY AND BOARDING,,,2.7267,2.3819,79.0,439.0,31.0,14:1,14.161290322580646
s0447,87.0,,,,,,2.1552,2.2667,100.0,,,,
s0448,129.0,GOVERNMENT,BOYS AND GIRLS,DAY AND BOARDING,MIXED,COMBINED OA,2.6576,2.4223,148.0,715.0,27.0,26:1,26.48148148148148
s0449,133.0,,,,,,2.5063,2.2492,109.0,,,,
s0455,16.0,,,,,,3.3646,2.9359,26.0,,,,
s0457,78.0,,,,,,2.9252,2.4855,69.0,,,,
s0458,84.0,,,,,,4.2321,4.1688,160.0,,,,
s0461,26.0,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,MIXED,COMBINED OA,2.9295,2.8778,15.0,500.0,30.0,17:1,16.666666666666668
s0465,100.0,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,MIXED,COMBINED OA,2.375,2.3584,186.0,,,Not Available,
s0466,144.0,,,,,,1.8241,1.9875,187.0,,,,
s0468,4.0,,,,,,2.2083,2.2949,13.0,,,,
s0471,41.0,,,,,,2.9187,2.525,41.0,,,,
s0473,33.0,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,MIXED,COMBINED OA,2.8485,2.3114,38.0,400.0,30.0,13:1,13.333333333333334
s0474,23.0,,,,,,2.8116,3.2821,26.0,,,,
s0478,2.0,,,,,,2.6667,2.75,4.0,,,,
s0484,29.0,,,,,,2.5115,2.1667,28.0,,,,
s0485,63.0,,,,,,3.1534,3.0042,41.0,,,,
s0488,147.0,,,,,,2.4104,2.5167,140.0,,,,
s0489,92.0,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,MIXED,COMBINED OA,2.7446,2.7333,75.0,500.0,40.0,13:1,12.5
s0493,40.0,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,MIXED,COMBINED OA,3.0686,2.9167,30.0,,,Not Available,
s0496,168.0,,,,,,3.4062,3.1419,80.0,,,,
s0500,118.0,,,,,,2.6257,2.6667,107.0,,,,
s0501,25.0,,,,,,2.8733,2.6667,21.0,,,,
s0506,3.0,PRIVATE,BOYS AND GIRLS,BOARDING,MIXED,COMBINED OA,1.9444,2.0833,9.0,,,Not Available,
s0511,136.0,,,,,,2.2181,2.0221,166.0,,,,
s0514,12.0,,,,,,2.6389,2.6667,12.0,,,,
s0515,91.0,,,,,,2.4414,2.5187,89.0,,,,
s0516,72.0,,,,,,2.3194,2.2944,107.0,,,,
s0517,88.0,,,,,,2.2064,2.0652,69.0,,,,
s0521,86.0,,,,,,2.9167,2.7203,87.0,,,,
s0524,136.0,,,,,,2.8909,2.3413,168.0,,,,
s0526,188.0,,,,,,2.1436,2.1867,175.0,,,,
s0527,104.0,,,,,,3.0705,2.7137,117.0,,,,
s0530,246.0,,,,,,2.0488,2.3242,238.0,,,,
s0533,109.0,,,,,,2.8379,2.7527,91.0,,,,
s0534,80.0,PRIVATE,BOYS AND GIRLS,BOARDING,MIXED,COMBINED OA,2.6854,2.6337,81.0,1600.0,76.0,21:1,21.05263157894737
s0535,98.0,,,,,,2.7874,2.5248,47.0,,,,
s0537,83.0,,,,,,2.6908,2.7651,83.0,,,,
s0538,155.0,GOVERNMENT,BOYS AND GIRLS,BOARDING,MIXED,COMBINED OA,2.5516,2.3957,155.0,1200.0,71.0,17:1,16.901408450704224
s0539,295.0,,,,,,2.6294,2.2011,247.0,,,,
s0540,191.0,,,,,,2.671,2.5278,138.0,,,,
s0541,89.0,,,,,,2.5393,2.5696,79.0,,,,
s0543,60.0,,,,,,2.7611,2.5324,108.0,,,,
s0544,146.0,,,,,,3.0685,3.2308,182.0,,,,
s0546,469.0,,,,,,2.9939,3.0613,437.0,,,,
s0547,90.0,,,,,,2.2685,2.42,173.0,,,,
s0548,100.0,,,,,,2.5317,2.6196,131.0,,,,
s0549,273.0,,,,,,2.6795,2.9829,333.0,,,,
s0550,201.0,,,,,,1.9826,2.0229,218.0,,,,
s0551,171.0,GOVERNMENT,BOYS AND GIRLS,,ARTS,COMBINED OA,1.8158,1.6872,154.0,1117.0,32.0,35:1,34.90625
s0552,79.0,,,,,,3.2722,2.7273,88.0,,,,
s0554,177.0,,,,,,2.3785,2.5048,173.0,,,,
s0555,81.0,,,,,,2.6975,2.2888,86.0,,,,
s0556,189.0,,,,,,2.3502,2.2759,212.0,,,,
s0558,56.0,,,,,,2.6071,2.6312,47.0,,,,
s0559,34.0,,,,,,2.3284,2.123,84.0,,,,
s0560,186.0,,,,,,2.4382,2.4585,246.0,,,,
s0561,14.0,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,MIXED,COMBINED OA,2.9762,1.9583,4.0,480.0,30.0,16:1,16.0
s0563,149.0,,,,,,4.0737,4.2895,140.0,,,,
s0564,75.0,,,,,,3.1489,2.8092,76.0,,,,
s0566,228.0,,,,,,3.924,3.9241,334.0,,,,
s0578,78.0,PRIVATE,BOYS AND GIRLS,DAY,MIXED,COMBINED OA,2.8537,2.9797,83.0,1060.0,90.0,12:1,11.777777777777779
s0580,132.0,GOVERNMENT,BOYS AND GIRLS,DAY AND BOARDING,ARTS,COMBINED OA,2.5278,2.0931,136.0,1113.0,50.0,22:1,22.26
s0581,86.0,,,,,,2.9147,2.4355,173.0,,,,
s0584,11.0,,,,,,3.0152,3.2917,16.0,,,,
s0585,129.0,,,,,,2.8204,2.6365,105.0,,,,
s0586,27.0,,,,,,1.821,1.9067,25.0,,,,
s0590,33.0,,,,,,2.4091,2.6333,40.0,,,,
s0591,98.0,,,,,,2.4133,2.144,81.0,,,,
s0596,190.0,,,,,,2.3316,2.4691,151.0,,,,
s0600,126.0,,,,,,1.7143,1.7855,143.0,,,,
s0601,70.0,,,,,,2.0024,2.0507,92.0,,,,
s0604,117.0,,,,,,2.235,2.0,114.0,,,,
s0607,208.0,,,,,,1.9343,1.9171,177.0,,,,
s0609,170.0,,,,,,2.9441,2.0692,130.0,,,,
s0610,171.0,,,,,,3.2008,2.3111,180.0,,,,
s0611,312.0,,,,,,3.3125,3.0919,332.0,,,,
s0612,413.0,,,,,,2.4923,2.2672,358.0,,,,
s0613,262.0,,,,,,2.3969,2.2057,303.0,,,,
s0614,134.0,,,,,,2.5124,2.5238,119.0,,,,
s0616,118.0,,,,,,2.904,2.5907,90.0,,,,
s0617,187.0,,,,,,3.0392,2.9847,131.0,,,,
s0618,191.0,,,,,,2.9677,2.6555,179.0,,,,
s0622,19.0,PRIVATE,GIRLS ONLY,BOARDING,MIXED,COMBINED OA,3.1754,3.2701,30.0,1000.0,50.0,20:1,20.0
s0625,30.0,,,,,,2.7111,2.8974,39.0,,,,
s0629,162.0,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,MIXED,COMBINED OA,3.1204,3.0472,120.0,500.0,30.0,17:1,16.666666666666668
s0632,33.0,,,,,,3.2688,3.193,38.0,,,,
s0633,101.0,,,,,,2.0759,1.5656,160.0,,,,
s0635,125.0,,,,,,2.528,2.4676,180.0,,,,
s0638,73.0,,,,,,2.7671,2.3488,108.0,,,,
s0639,110.0,,,,,,2.7212,2.8373,127.0,,,,
s0640,75.0,,,,,,2.0911,2.0848,233.0,,,,
s0641,58.0,,,,,,2.9598,2.7769,65.0,,,,
s0643,151.0,,,,,,1.6954,1.8679,130.0,,,,
s0652,75.0,,,,,,2.7178,2.8796,72.0,,,,
s0653,160.0,,,,,,3.0187,2.8405,117.0,,,,
s0660,206.0,,,,,,4.2589,4.1117,299.0,,,,
s0662,57.0,,,,,,2.886,2.3117,54.0,,,,
s0663,9.0,,,,,,2.8704,2.525,20.0,,,,
s0665,39.0,,,,,,3.2051,2.7756,52.0,,,,
s0667,62.0,,,,,,1.5403,1.6375,80.0,,,,
s0668,241.0,GOVERNMENT,GIRLS ONLY,BOARDING,ARTS,ALEVEL ONLY,2.8769,2.572,220.0,420.0,30.0,14:1,14.0
s0669,130.0,,,,,,2.7885,2.8048,153.0,,,,
s0670,63.0,,,,,,2.6931,2.4699,61.0,,,,
s0671,37.0,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,MIXED,COMBINED OA,2.6171,2.7544,40.0,720.0,50.0,14:1,14.4
s0673,313.0,,,,,,2.2705,1.855,254.0,,,,
s0675,70.0,,,,,,2.2024,2.1418,134.0,,,,
s0676,69.0,,,,,,2.186,1.9092,112.0,,,,
s0677,99.0,,,,,,2.4422,2.1447,91.0,,,,
s0680,93.0,,,,,,2.5645,2.1229,99.0,,,,
s0681,199.0,PRIVATE,BOYS AND GIRLS,BOARDING,ARTS,COMBINED OA,2.2253,1.9127,190.0,1800.0,43.0,42:1,41.86046511627907
s0682,16.0,,,,,,2.4479,2.3155,28.0,,,,
s0685,70.0,,,,,,2.6143,2.3268,76.0,,,,
s0686,178.0,GOVERNMENT,BOYS AND GIRLS,DAY AND BOARDING,MIXED,COMBINED OA,2.2875,2.3349,211.0,1042.0,41.0,25:1,25.414634146341463
s0688,20.0,,,,,,2.0583,1.8782,26.0,,,,
s0689,86.0,,,,,,2.3818,2.1212,143.0,,,,
s0692,30.0,PRIVATE,BOYS AND GIRLS,BOARDING,MIXED,COMBINED OA,2.6944,2.4412,34.0,500.0,30.0,17:1,16.666666666666668
s0694,170.0,,,,,,2.849,2.8046,116.0,,,,
s0697,57.0,,,,,,2.5965,2.4412,68.0,,,,
s0698,21.0,,,,,,3.3175,3.6667,1.0,,,,
s0702,43.0,,,,,,2.7674,2.8605,86.0,,,,
s0705,51.0,,,,,,2.9183,2.5322,57.0,,,,
s0706,134.0,,,,,,2.2251,2.2416,129.0,,,,
s0707,159.0,,,,,,2.6059,2.3314,175.0,,,,
s0708,102.0,,,,,,3.1013,2.5097,87.0,,,,
s0709,161.0,,,,,,2.7971,2.706,161.0,,,,
s0710,131.0,,,,,,2.715,2.6455,126.0,,,,
s0711,49.0,,,,,,2.4558,2.5343,68.0,,,,
s0712,165.0,,,,,,2.3929,2.2293,157.0,,,,
s0713,144.0,GOVERNMENT,BOYS AND GIRLS,DAY AND BOARDING,ARTS,COMBINED OA,1.6725,1.7516,104.0,750.0,24.0,31:1,31.25
s0715,249.0,,,,,,2.4933,2.1684,291.0,,,,
s0716,9.0,,,,,,3.0185,2.85,10.0,,,,
s0720,77.0,,,,,,2.1688,2.0224,52.0,,,,
s0725,24.0,,,,,,2.9514,2.7083,8.0,,,,
s0726,109.0,,,,,,2.2477,2.1745,107.0,,,,
s0727,16.0,,,,,,2.2396,2.5397,43.0,,,,
s0729,61.0,PRIVATE,BOYS AND GIRLS,BOARDING,MIXED,COMBINED OA,1.9918,2.0216,77.0,620.0,55.0,11:1,11.272727272727273
s0731,71.0,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,MIXED,COMBINED OA,2.1549,2.3476,82.0,1826.0,115.0,16:1,15.878260869565217
s0738,32.0,,,,,,2.2448,1.7991,39.0,,,,
s0740,115.0,,,,,,2.8988,2.8372,112.0,,,,
s0741,76.0,,,,,,2.8553,2.4444,65.0,,,,
s0742,4.0,,,,,,2.1667,2.619,7.0,,,,
s0744,168.0,,,,,,2.2212,2.1719,96.0,,,,
s0746,129.0,,,,,,2.363,2.116,125.0,,,,
s0748,45.0,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,ARTS,COMBINED OA,2.8185,2.7939,55.0,1020.0,70.0,15:1,14.571428571428571
s0750,83.0,,,,,,2.7068,2.1934,106.0,,,,
s0751,230.0,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,MIXED,COMBINED OA,2.2058,2.1922,282.0,1200.0,46.0,26:1,26.08695652173913
s0752,144.0,,,,,,2.0347,1.8993,134.0,,,,
s0754,119.0,,,,,,2.9342,2.7068,133.0,,,,
s0757,124.0,,,,,,2.8293,2.4063,153.0,,,,
s0759,81.0,,,,,,2.7202,2.6218,78.0,,,,
s0765,78.0,,,,,,3.1303,2.2273,66.0,,,,
s0766,140.0,,,,,,2.8214,2.8243,111.0,,,,
s0769,215.0,,,,,,3.0419,2.4011,150.0,,,,
s0770,228.0,,,,,,1.8531,1.7517,290.0,,,,
s0771,17.0,,,,,,2.4706,2.6404,19.0,,,,
s0774,145.0,,,,,,2.4069,2.1878,300.0,,,,
s0778,153.0,,,,,,2.0523,1.9355,186.0,,,,
s0782,173.0,,,,,,2.5549,2.4161,147.0,,,,
s0784,148.0,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,MIXED,COMBINED OA,3.042,2.8927,97.0,1250.0,80.0,16:1,15.625
s0786,241.0,,,,,,2.0415,1.9886,147.0,,,,
s0787,88.0,,,,,,2.5777,2.2228,98.0,,,,
s0788,89.0,,,,,,2.0843,2.1417,140.0,,,,
s0792,70.0,,,,,,2.7595,2.3608,85.0,,,,
s0796,34.0,,,,,,2.9853,2.75,36.0,,,,
s0798,141.0,,,,,,3.7624,3.7607,282.0,,,,
s0799,45.0,,,,,,3.2407,3.1642,68.0,,,,
s0800,89.0,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,MIXED,COMBINED OA,2.721,2.9063,96.0,1038.0,68.0,15:1,15.264705882352942
s0801,47.0,,,,,,3.1879,3.0,29.0,,,,
s0804,25.0,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,MIXED,COMBINED OA,3.12,2.7667,35.0,448.0,33.0,14:1,13.575757575757576
s0811,221.0,,,,,,2.8039,2.3015,251.0,,,,
s0812,238.0,,,,,,2.4391,3.1332,329.0,,,,
s0818,203.0,,,,,,3.0132,2.8641,157.0,,,,
s0821,94.0,,,,,,2.4379,2.0181,83.0,,,,
s0824,96.0,,,,,,2.0295,1.9566,73.0,,,,
s0825,37.0,,,,,,2.7072,2.6852,72.0,,,,
s0826,101.0,,,,,,2.3713,1.732,97.0,,,,
s0827,54.0,,,,,,2.429,2.2384,79.0,,,,
s0831,123.0,,,,,,2.2398,2.367,89.0,,,,
s0832,60.0,,,,,,2.7944,2.8638,82.0,,,,
s0833,53.0,,,,,,2.6069,2.8333,30.0,,,,
s0840,126.0,,,,,,2.8069,2.7251,137.0,,,,
s0841,242.0,,,,,,2.6832,2.4406,233.0,,,,
s0845,126.0,,,,,,2.3902,2.2161,91.0,,,,
s0851,164.0,,,,,,2.1565,2.003,112.0,,,,
