school_code,school_name,is_private_center,region,gpa,grade,passed_candidates,regist,absent,sat,withheld,no-ca,clean,div_i,div_ii,div_iii,div_iv,div_0,STUDENTS,TEACHERS,STUDENT-TEACHER RATIO
s0309,FIDEL CASTRO SECONDARY SCHOOL,False,KUSINI PEMBA,2.4303,,110.0,114.0,3.0,111.0,1.0,0.0,110.0,48.0,57.0,5.0,0.0,0.0,,,
s0189,FEZA BOYS' SECONDARY SCHOOL,False,DAR ES SALAAM,1.8216,,85.0,85.0,0.0,85.0,0.0,0.0,85.0,67.0,16.0,2.0,0.0,0.0,500,45,11:1
s1285,FLORIAN SECONDARY SCHOOL,False,ARUSHA,3.3089,,116.0,116.0,0.0,116.0,0.0,0.0,116.0,5.0,51.0,60.0,0.0,0.0,42,682,0:1
s4797,FARAJA SIHA SEMINARY,False,KILIMANJARO,2.9359,,13.0,13.0,0.0,13.0,0.0,0.0,13.0,4.0,4.0,5.0,0.0,0.0,,,
s0298,FEZA GIRLS' SECONDARY SCHOOL,False,DAR ES SALAAM,1.9561,,76.0,76.0,0.0,76.0,0.0,0.0,76.0,60.0,15.0,1.0,0.0,0.0,325,30,11:1
s0310,FOREST HILL SECONDARY SCHOOL,False,MOROGORO,1.9479,,32.0,32.0,0.0,32.0,0.0,0.0,32.0,25.0,5.0,2.0,0.0,0.0,,,
s0759,GAIRO SECONDARY SCHOOL,False,MOROGORO,2.7202,,81.0,81.0,0.0,81.0,0.0,0.0,81.0,26.0,39.0,16.0,0.0,0.0,,,
s1495,GENESIS HIGH SCHOOL,False,NJOMBE,3.0725,,23.0,23.0,0.0,23.0,0.0,0.0,23.0,1.0,14.0,8.0,0.0,0.0,,,
s4472,GOD'S BRIDGE SECONDARY SCHOOL,False,MBEYA,3.1458,,24.0,24.0,0.0,24.0,0.0,0.0,24.0,5.0,6.0,13.0,0.0,0.0,,,
s0142,GALANOS SECONDARY SCHOOL,False,TANGA,2.4296,,393.0,396.0,3.0,393.0,0.0,0.0,393.0,182.0,176.0,35.0,0.0,0.0,890,60,15:1
s2433,GANAKO SECONDARY SCHOOL,False,ARUSHA,1.7778,,66.0,67.0,1.0,66.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,,,
s0291,GHOMME SECONDARY SCHOOL,False,DAR ES SALAAM,3.5333,,5.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,1.0,4.0,0.0,0.0,200,18,11:1
s2178,GOLDEN RIDGE SECONDARY SCHOOL,False,GEITA,2.6892,,37.0,37.0,0.0,37.0,0.0,0.0,37.0,11.0,20.0,6.0,0.0,0.0,600,60,10:1
s1205,GEHANDU SECONDARY SCHOOL,False,MANYARA,2.5771,,80.0,80.0,0.0,80.0,0.0,0.0,80.0,25.0,50.0,5.0,0.0,0.0,,,
s4565,GILI SECONDARY SCHOOL,False,PWANI,2.3467,,25.0,25.0,0.0,25.0,0.0,0.0,25.0,11.0,14.0,0.0,0.0,0.0,300,30,10:1
s4862,GOMBE HIGH SCHOOL,False,KIGOMA,2.6111,,44.0,45.0,0.0,45.0,0.0,0.0,45.0,17.0,23.0,4.0,0.0,1.0,,,
s4854,GEITA ADVENTIST SECONDARY SCHOOL,False,GEITA,2.5339,,64.0,64.0,0.0,64.0,0.0,0.0,64.0,29.0,25.0,10.0,0.0,0.0,,,
s4340,GIRANGO SECONDARY SCHOOL,False,MARA,2.5222,,30.0,30.0,0.0,30.0,0.0,0.0,30.0,12.0,15.0,3.0,0.0,0.0,,,
s2516,GRACE SECONDARY SCHOOL,False,PWANI,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320,16,20:1
s0386,GEITA SECONDARY SCHOOL,False,GEITA,2.5016,,209.0,209.0,0.0,209.0,0.0,0.0,209.0,85.0,106.0,18.0,0.0,0.0,,,
s0275,GLENRONS GIRLS' SECONDARY SCHOOL,False,DAR ES SALAAM,2.8958,,8.0,8.0,0.0,8.0,0.0,0.0,8.0,1.0,6.0,1.0,0.0,0.0,,,
s5196,GREEN CITY SECONDARY SCHOOL,False,MOROGORO,2.453,,39.0,48.0,1.0,47.0,8.0,0.0,39.0,16.0,21.0,2.0,0.0,0.0,,,
s4555,GLORIOUS SECONDARY SCHOOL,False,MJINI MAGHARIBI,3.2037,,36.0,36.0,0.0,36.0,0.0,0.0,36.0,5.0,13.0,18.0,0.0,0.0,200,16,13:1
s6360,GREEN LANE SECONDARY SCHOOL,False,TABORA,2.3889,,6.0,6.0,0.0,6.0,0.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,,,
s4351,GENDA SECONDARY SCHOOL,False,MANYARA,2.7083,,68.0,68.0,0.0,68.0,0.0,0.0,68.0,20.0,38.0,10.0,0.0,0.0,400,40,10:1
s1288,HAI SECONDARY SCHOOL,False,KILIMANJARO,3.0605,,113.0,113.0,0.0,113.0,0.0,0.0,113.0,19.0,52.0,42.0,0.0,0.0,,,
s4193,HARRISON UWATA SECONDARY SCHOOL,False,MBEYA,1.8576,,55.0,55.0,0.0,55.0,0.0,0.0,55.0,46.0,8.0,1.0,0.0,0.0,350,30,12:1
s1366,HIGH VIEW SCHOOL OF ZANZIBAR,False,MJINI MAGHARIBI,1.8463,,77.0,77.0,0.0,77.0,0.0,0.0,77.0,64.0,13.0,0.0,0.0,0.0,,,
s0391,HAILE SELASSIE SECONDARY SCHOOL,False,MJINI MAGHARIBI,3.562,,43.0,43.0,0.0,43.0,0.0,0.0,43.0,0.0,14.0,29.0,0.0,0.0,,,
s2119,HARVEST MISSION SECONDARY SCHOOL,False,KAGERA,3.2899,,23.0,23.0,0.0,23.0,0.0,0.0,23.0,2.0,10.0,10.0,1.0,0.0,,,
s0312,HIGHLANDS SECONDARY SCHOOL,False,IRINGA,3.2,,24.0,25.0,0.0,25.0,0.0,0.0,25.0,2.0,16.0,5.0,1.0,1.0,,,
s0390,HAMAMNI SECONDARY SCHOOL,False,MJINI MAGHARIBI,3.0417,,156.0,156.0,0.0,156.0,0.0,0.0,156.0,18.0,92.0,44.0,2.0,0.0,,,
s4780,HAWA MCHOPA SECONDARY SCHOOL,False,LINDI,2.5167,,110.0,111.0,1.0,110.0,0.0,0.0,110.0,35.0,72.0,3.0,0.0,0.0,,,
s3630,HOLLYWOOD SECONDARY SCHOOL,False,SONGWE,2.3621,,29.0,31.0,2.0,29.0,0.0,0.0,29.0,15.0,12.0,2.0,0.0,0.0,725,36,20:1
s4875,HAYATUL ISLAMIYA SECONDARY SCHOOL,False,MANYARA,2.2253,,54.0,54.0,0.0,54.0,0.0,0.0,54.0,32.0,22.0,0.0,0.0,0.0,400,40,10:1
s2147,HAMZA AZIZI ALLY MEMORIAL SECONDARY SCHOOL,False,TABORA,2.1881,,70.0,70.0,0.0,70.0,0.0,0.0,70.0,44.0,23.0,3.0,0.0,0.0,,,
s0964,HOMBOLO SECONDARY SCHOOL,False,DODOMA,2.8851,,74.0,75.0,1.0,74.0,0.0,0.0,74.0,18.0,34.0,22.0,0.0,0.0,,,
s6249,HANDENI GIRLS HIGH SCHOOL,False,TANGA,2.5069,,48.0,48.0,0.0,48.0,0.0,0.0,48.0,18.0,27.0,3.0,0.0,0.0,,,
s4759,HEBRON SECONDARY SCHOOL,False,ARUSHA,2.537,,36.0,36.0,0.0,36.0,0.0,0.0,36.0,12.0,23.0,1.0,0.0,0.0,,,
s0511,HANDENI SECONDARY SCHOOL,False,TANGA,2.2181,,136.0,136.0,0.0,136.0,0.0,0.0,136.0,82.0,52.0,2.0,0.0,0.0,,,
s0841,HUMURA SECONDARY SCHOOL,False,KAGERA,2.6832,,242.0,242.0,0.0,242.0,0.0,0.0,242.0,67.0,146.0,29.0,0.0,0.0,,,
s4554,HENRY GOGARTY SECONDARY SCHOOL,False,ARUSHA,2.1123,,141.0,141.0,0.0,141.0,0.0,0.0,141.0,100.0,35.0,6.0,0.0,0.0,,,
s1324,HARAMBEE SECONDARY SCHOOL,False,KILIMANJARO,3.0046,,73.0,74.0,1.0,73.0,0.0,0.0,73.0,5.0,51.0,17.0,0.0,0.0,,,
s4964,HERITAGE SECONDARY SCHOOL,False,PWANI,1.9318,,22.0,22.0,0.0,22.0,0.0,0.0,22.0,15.0,7.0,0.0,0.0,0.0,520,31,17:1
s0256,HURUMA GIRLS' SECONDARY SCHOOL,False,DODOMA,2.7625,,40.0,40.0,0.0,40.0,0.0,0.0,40.0,9.0,25.0,6.0,0.0,0.0,280,22,13:1
s2877,IBRA SECONDARY SCHOOL,False,DODOMA,3.8333,,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,
s0702,IKWIRIRI SECONDARY SCHOOL,False,PWANI,2.7674,,43.0,43.0,0.0,43.0,0.0,0.0,43.0,8.0,31.0,4.0,0.0,0.0,,,
s0203,IRINGA GIRLS' SECONDARY SCHOOL,False,IRINGA,2.9782,,289.0,290.0,0.0,290.0,0.0,0.0,290.0,67.0,126.0,93.0,3.0,1.0,770,65,12:1
s4735,IBWAGA SECONDARY SCHOOL,False,DODOMA,2.4217,,66.0,66.0,0.0,66.0,0.0,0.0,66.0,34.0,27.0,5.0,0.0,0.0,,,
s2348,ILALA ISLAMIC SECONDARY SCHOOL,False,DAR ES SALAAM,2.6452,,31.0,31.0,0.0,31.0,0.0,0.0,31.0,10.0,18.0,3.0,0.0,0.0,250,20,13:1
s0824,IDETE SECONDARY SCHOOL,False,TABORA,2.0295,,96.0,97.0,1.0,96.0,0.0,0.0,96.0,74.0,22.0,0.0,0.0,0.0,,,
s3601,ILASI SECONDARY SCHOOL,False,SONGWE,2.2366,,31.0,33.0,2.0,31.0,0.0,0.0,31.0,19.0,11.0,1.0,0.0,0.0,,,
s0949,IRKISONGO SECONDARY SCHOOL,False,ARUSHA,2.6071,,140.0,141.0,1.0,140.0,0.0,0.0,140.0,44.0,84.0,12.0,0.0,0.0,,,
s4139,IDIGIMA SECONDARY SCHOOL,False,SONGWE,2.776,,93.0,94.0,1.0,93.0,0.0,0.0,93.0,15.0,68.0,10.0,0.0,0.0,,,
s1144,ISIMILA SECONDARY SCHOOL,False,IRINGA,2.5866,,179.0,180.0,1.0,179.0,0.0,0.0,179.0,65.0,97.0,17.0,0.0,0.0,,,
s1104,IDODI SECONDARY SCHOOL,False,IRINGA,2.6591,,133.0,133.0,0.0,133.0,0.0,0.0,133.0,32.0,92.0,9.0,0.0,0.0,,,
s0110,ILBORU SECONDARY SCHOOL,False,ARUSHA,1.6548,,183.0,184.0,1.0,183.0,0.0,0.0,183.0,166.0,15.0,2.0,0.0,0.0,730,60,12:1
s2334,ISLAMIYA SECONDARY SCHOOL,False,MWANZA,2.8182,,11.0,11.0,0.0,11.0,0.0,0.0,11.0,3.0,6.0,2.0,0.0,0.0,,,
s5936,IDRISSA ABDULWAKIL SECONDARY SCHOOL,False,KASKAZINI PEMBA,2.9706,,34.0,35.0,1.0,34.0,0.0,0.0,34.0,4.0,22.0,8.0,0.0,0.0,,,
s0840,ISMANI SECONDARY SCHOOL,False,IRINGA,2.8069,,126.0,126.0,0.0,126.0,0.0,0.0,126.0,20.0,88.0,18.0,0.0,0.0,,,
s2044,IDUDA SECONDARY SCHOOL,False,MBEYA,2.0769,,52.0,61.0,9.0,52.0,0.0,0.0,52.0,36.0,16.0,0.0,0.0,0.0,,,
s0581,ILEJE SECONDARY SCHOOL,False,SONGWE,2.9147,,86.0,86.0,0.0,86.0,0.0,0.0,86.0,18.0,42.0,26.0,0.0,0.0,,,
s2427,ISONGOLE SECONDARY SCHOOL,False,MBEYA,2.7679,,259.0,261.0,1.0,260.0,0.0,0.0,260.0,56.0,174.0,28.0,1.0,1.0,,,
s0370,IFAKARA SECONDARY SCHOOL,False,MOROGORO,2.9805,,291.0,291.0,0.0,291.0,0.0,0.0,291.0,52.0,145.0,94.0,0.0,0.0,800,35,23:1
s5379,ISTIQAAMA TANGA ISLAMIC SECONDARY SCHOOL,False,TANGA,1.8173,,52.0,52.0,0.0,52.0,0.0,0.0,52.0,43.0,8.0,1.0,0.0,0.0,210,20,11:1
s0956,ILEMBO SECONDARY SCHOOL,False,MBEYA,2.7523,,72.0,72.0,0.0,72.0,0.0,0.0,72.0,19.0,39.0,14.0,0.0,0.0,,,
s0111,ITAGA SEMINARY,False,TABORA,3.381,,7.0,7.0,0.0,7.0,0.0,0.0,7.0,0.0,4.0,3.0,0.0,0.0,,,
s0276,IFUNDA GIRLS' SECONDARY SCHOOL,False,IRINGA,3.0218,,320.0,323.0,2.0,321.0,0.0,0.0,321.0,65.0,138.0,115.0,2.0,1.0,700,25,28:1
s2241,ILEMELA SECONDARY SCHOOL,False,GEITA,2.3971,,34.0,34.0,0.0,34.0,0.0,0.0,34.0,16.0,18.0,0.0,0.0,0.0,,,
s0741,ITENDE SECONDARY SCHOOL,False,MBEYA,2.8553,,76.0,76.0,0.0,76.0,0.0,0.0,76.0,13.0,50.0,13.0,0.0,0.0,,,
s0108,IFUNDA TECHNICAL SECONDARY SCHOOL,False,IRINGA,2.7375,,280.0,282.0,2.0,280.0,0.0,0.0,280.0,75.0,157.0,48.0,0.0,0.0,1000,80,13:1
s0715,ILONGERO SECONDARY SCHOOL,False,SINGIDA,2.4933,,249.0,249.0,0.0,249.0,0.0,0.0,249.0,106.0,118.0,25.0,0.0,0.0,,,
s0457,IGAWILO SECONDARY SCHOOL,False,MBEYA,2.9252,,78.0,78.0,0.0,78.0,0.0,0.0,78.0,8.0,57.0,13.0,0.0,0.0,,,
s4260,ILOWOLA SECONDARY SCHOOL,False,NJOMBE,2.6042,,16.0,17.0,1.0,16.0,0.0,0.0,16.0,7.0,6.0,3.0,0.0,0.0,512,25,20:1
s1032,ITIGI SECONDARY SCHOOL,False,SINGIDA,2.3014,,73.0,73.0,0.0,73.0,0.0,0.0,73.0,42.0,28.0,3.0,0.0,0.0,200,10,20:1
s0515,ILULA SECONDARY SCHOOL,False,IRINGA,2.4414,,91.0,91.0,0.0,91.0,0.0,0.0,91.0,42.0,45.0,4.0,0.0,0.0,,,
s1034,ITILIMA SECONDARY SCHOOL,False,SIMIYU,3.1651,,104.0,104.0,0.0,104.0,0.0,0.0,104.0,12.0,51.0,38.0,3.0,0.0,,,
s0580,IGOWOLE SECONDARY SCHOOL,False,IRINGA,2.5278,,132.0,133.0,1.0,132.0,0.0,0.0,132.0,52.0,71.0,9.0,0.0,0.0,1113,50,22:1
s4054,ILULU SECONDARY SCHOOL,False,LINDI,2.7234,,147.0,147.0,0.0,147.0,0.0,0.0,147.0,28.0,107.0,12.0,0.0,0.0,,,
s1913,ITIPINGI SECONDARY SCHOOL,False,NJOMBE,2.898,,49.0,49.0,0.0,49.0,0.0,0.0,49.0,10.0,26.0,13.0,0.0,0.0,,,
s1129,IGUGUNO SECONDARY SCHOOL,False,SINGIDA,2.2604,,144.0,144.0,0.0,144.0,0.0,0.0,144.0,82.0,61.0,1.0,0.0,0.0,,,
s1770,IMAGE SECONDARY SCHOOL,False,IRINGA,3.1847,,37.0,37.0,0.0,37.0,0.0,0.0,37.0,5.0,17.0,14.0,1.0,0.0,,,
s4593,ITULAHUMBA SECONDARY SCHOOL,False,NJOMBE,2.7727,,11.0,11.0,0.0,11.0,0.0,0.0,11.0,2.0,8.0,1.0,0.0,0.0,,,
s0713,IGUNGA SECONDARY SCHOOL,False,TABORA,1.6725,,144.0,145.0,1.0,144.0,0.0,0.0,144.0,141.0,3.0,0.0,0.0,0.0,750,24,31:1
s0368,IMBORU SECONDARY SCHOOL,False,MANYARA,2.7605,,103.0,103.0,0.0,103.0,0.0,0.0,103.0,30.0,51.0,22.0,0.0,0.0,,,
s0681,IVUMWE SECONDARY SCHOOL,False,MBEYA,2.2253,,199.0,201.0,2.0,199.0,0.0,0.0,199.0,125.0,70.0,4.0,0.0,0.0,1800,43,42:1
s0109,IHUNGO SECONDARY SCHOOL,False,KAGERA,2.3356,,596.0,599.0,3.0,596.0,0.0,0.0,596.0,310.0,259.0,27.0,0.0,0.0,,,
s5325,IMPERIAL SECONDARY SCHOOL,False,PWANI,1.7387,,74.0,74.0,0.0,74.0,0.0,0.0,74.0,70.0,4.0,0.0,0.0,0.0,,,
s0890,IWALANJE SECONDARY SCHOOL,False,MBEYA,2.9912,,170.0,175.0,5.0,170.0,0.0,0.0,170.0,21.0,103.0,46.0,0.0,0.0,,,
s0313,IKIZU SECONDARY SCHOOL,False,MARA,2.6563,,80.0,81.0,1.0,80.0,0.0,0.0,80.0,23.0,49.0,8.0,0.0,0.0,650,43,15:1
s3920,INGWE SECONDARY SCHOOL,False,MARA,2.8154,,65.0,66.0,1.0,65.0,0.0,0.0,65.0,10.0,47.0,8.0,0.0,0.0,,,
s1157,IWAWA SECONDARY SCHOOL,False,NJOMBE,2.5961,,137.0,137.0,0.0,137.0,0.0,0.0,137.0,31.0,104.0,2.0,0.0,0.0,,,
s0887,INYONGA SECONDARY SCHOOL,False,KATAVI,3.3105,,255.0,256.0,1.0,255.0,0.0,0.0,255.0,9.0,126.0,114.0,6.0,0.0,,,
s0924,IKUNGI SECONDARY SCHOOL,False,SINGIDA,2.5708,,73.0,73.0,0.0,73.0,0.0,0.0,73.0,19.0,52.0,2.0,0.0,0.0,,,
s0112,IYUNGA TECHNICAL SECONDARY SCHOOL,False,MBEYA,2.7706,,191.0,203.0,9.0,194.0,0.0,0.0,194.0,73.0,69.0,46.0,3.0,3.0,,,
s0449,J.J.MUNGAI SECONDARY SCHOOL,False,IRINGA,2.5063,,133.0,134.0,1.0,133.0,0.0,0.0,133.0,52.0,76.0,5.0,0.0,0.0,,,
s0432,JABAL-HIRA MUSLIM JUNIOR SEMINARY,False,MOROGORO,3.1806,,24.0,26.0,1.0,25.0,1.0,0.0,24.0,3.0,11.0,10.0,0.0,0.0,,,
s4628,JIFUNZENI SECONDARY SCHOOL,False,MBEYA,2.3278,,30.0,31.0,1.0,30.0,0.0,0.0,30.0,18.0,10.0,2.0,0.0,0.0,460,35,13:1
s0283,JOHN THE BAPTIST SECONDARY SCHOOL,False,DAR ES SALAAM,2.4333,,5.0,5.0,0.0,5.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,280,25,11:1
s1094,JIHAD SECONDARY SCHOOL,False,KIGOMA,2.5,,7.0,7.0,0.0,7.0,0.0,0.0,7.0,4.0,2.0,1.0,0.0,0.0,,,
s6062,JOKATE MWEGELO SECONDARY SCHOOL,False,PWANI,3.209,,67.0,67.0,0.0,67.0,0.0,0.0,67.0,6.0,30.0,30.0,1.0,0.0,,,
s0465,JAMHURI SECONDARY SCHOOL,False,DODOMA,2.375,,100.0,101.0,1.0,100.0,0.0,0.0,100.0,53.0,40.0,7.0,0.0,0.0,Not Available,Not Available,Not Available
s4535,JIKOMBOE  SECONDARY SCHOOL,False,GEITA,2.4583,,144.0,144.0,0.0,144.0,0.0,0.0,144.0,62.0,76.0,6.0,0.0,0.0,,,
s5208,JOSEPHINE GIRLS' SECONDARY SCHOOL,False,NJOMBE,2.6444,,15.0,15.0,0.0,15.0,0.0,0.0,15.0,5.0,9.0,1.0,0.0,0.0,,,
s0496,JITEGEMEE SECONDARY SCHOOL,False,DAR ES SALAAM,3.4062,,165.0,172.0,4.0,168.0,1.0,0.0,167.0,5.0,76.0,78.0,6.0,2.0,,,
s3241,JOSIAH GIRLS' HIGH SCHOOL,False,KAGERA,2.0926,,18.0,18.0,0.0,18.0,0.0,0.0,18.0,13.0,4.0,1.0,0.0,0.0,400,25,16:1
s0833,JANG'OMBE SECONDARY SCHOOL,False,MJINI MAGHARIBI,2.6069,,53.0,55.0,2.0,53.0,0.0,0.0,53.0,18.0,28.0,7.0,0.0,0.0,,,
s1241,JUHUDI SECONDARY SCHOOL,False,DAR ES SALAAM,2.6944,,216.0,216.0,0.0,216.0,0.0,0.0,216.0,65.0,118.0,32.0,1.0,0.0,,,
s0204,JANGWANI SECONDARY SCHOOL,False,DAR ES SALAAM,3.156,,156.0,157.0,1.0,156.0,0.0,0.0,156.0,18.0,77.0,60.0,1.0,0.0,1251,67,19:1
s0461,JOHN PAUL II KAHAMA SECONDARY SCHOOL,False,SHINYANGA,2.9295,,26.0,26.0,0.0,26.0,0.0,0.0,26.0,3.0,17.0,6.0,0.0,0.0,500,30,17:1
s5282,JULIUS KAMBARAGE NYERERE SECONDARY SCHOOL,False,MARA,2.5444,,60.0,60.0,0.0,60.0,0.0,0.0,60.0,18.0,41.0,1.0,0.0,0.0,,,
s4084,JENERALI DAVID MSUGULI SECONDARY SCHOOL,False,KAGERA,2.7102,,264.0,264.0,0.0,264.0,0.0,0.0,264.0,52.0,193.0,19.0,0.0,0.0,,,
s0611,KABANGA SECONDARY SCHOOL,False,KAGERA,3.3125,,312.0,312.0,0.0,312.0,0.0,0.0,312.0,31.0,117.0,160.0,4.0,0.0,,,
s1420,KAYUKI SECONDARY SCHOOL,False,MBEYA,2.8074,,122.0,122.0,0.0,122.0,0.0,0.0,122.0,29.0,67.0,26.0,0.0,0.0,,,
s0478,KIPOKE SECONDARY SCHOOL,False,MBEYA,2.6667,,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,,,
s4192,KABUNGU SECONDARY SCHOOL,False,KATAVI,2.8406,,161.0,161.0,0.0,161.0,0.0,0.0,161.0,38.0,85.0,37.0,1.0,0.0,,,
s0314,KAZIMA SECONDARY SCHOOL,False,TABORA,2.7895,,323.0,325.0,2.0,323.0,0.0,0.0,323.0,72.0,194.0,57.0,0.0,0.0,,,
s0832,KIPONDA SECONDARY SCHOOL,False,MJINI MAGHARIBI,2.7944,,60.0,61.0,1.0,60.0,0.0,0.0,60.0,15.0,32.0,13.0,0.0,0.0,,,
s0114,KAENGESA SEMINARY,False,RUKWA,2.6889,,15.0,15.0,0.0,15.0,0.0,0.0,15.0,3.0,11.0,1.0,0.0,0.0,,,
s5025,KEIFO SECONDARY SCHOOL,False,MBEYA,3.0238,,21.0,26.0,0.0,26.0,5.0,0.0,21.0,3.0,11.0,7.0,0.0,0.0,,,
s0436,KAFULE SECONDARY SCHOOL,False,SONGWE,2.6321,,82.0,82.0,0.0,82.0,0.0,0.0,82.0,25.0,47.0,10.0,0.0,0.0,,,
s5555,KEMEBOS SECONDARY SCHOOL,False,KAGERA,1.4286,,35.0,35.0,0.0,35.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,,,
s0207,KIRAENI GIRLS' SECONDARY SCHOOL,False,KILIMANJARO,2.7685,,18.0,18.0,0.0,18.0,0.0,0.0,18.0,4.0,12.0,2.0,0.0,0.0,,,
s3135,KAFUNDO SECONDARY SCHOOL,False,MBEYA,2.4718,,65.0,65.0,0.0,65.0,0.0,0.0,65.0,24.0,40.0,1.0,0.0,0.0,,,
s1593,KENT SECONDARY SCHOOL,False,DAR ES SALAAM,2.6979,,16.0,16.0,0.0,16.0,0.0,0.0,16.0,4.0,11.0,1.0,0.0,0.0,,,
s4785,KIRANDO SECONDARY SCHOOL,False,RUKWA,2.2568,,61.0,61.0,0.0,61.0,0.0,0.0,61.0,36.0,25.0,0.0,0.0,0.0,,,
s0612,KAGANGO SECONDARY SCHOOL,False,KAGERA,2.4923,,413.0,419.0,6.0,413.0,0.0,0.0,413.0,163.0,222.0,28.0,0.0,0.0,,,
s0119,KIBAHA SECONDARY SCHOOL,False,PWANI,1.6384,,183.0,183.0,0.0,183.0,0.0,0.0,183.0,161.0,22.0,0.0,0.0,0.0,820,70,12:1
s0468,KIRIKI SECONDARY SCHOOL,False,KILIMANJARO,2.2083,,4.0,5.0,1.0,4.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,,,
s1482,KAGEMU SECONDARY SCHOOL,False,KAGERA,2.7984,,86.0,86.0,0.0,86.0,0.0,0.0,86.0,12.0,64.0,10.0,0.0,0.0,,,
s0604,KIBAKWE SECONDARY SCHOOL,False,DODOMA,2.235,,117.0,117.0,0.0,117.0,0.0,0.0,117.0,71.0,43.0,3.0,0.0,0.0,,,
s0188,KIRINJIKO ISLAMIC SEMINARY,False,KILIMANJARO,2.9242,,88.0,88.0,0.0,88.0,0.0,0.0,88.0,15.0,51.0,22.0,0.0,0.0,880,60,15:1
s0115,KAHORORO SECONDARY SCHOOL,False,KAGERA,2.3421,,303.0,305.0,2.0,303.0,0.0,0.0,303.0,154.0,130.0,19.0,0.0,0.0,,,
s0989,KIBARA SECONDARY SCHOOL,False,MARA,3.0486,,24.0,24.0,0.0,24.0,0.0,0.0,24.0,4.0,11.0,9.0,0.0,0.0,,,
s0880,KAIGARA SECONDARY SCHOOL,False,KAGERA,2.9756,,75.0,75.0,0.0,75.0,0.0,0.0,75.0,16.0,34.0,25.0,0.0,0.0,,,
s0316,KIBASILA SECONDARY SCHOOL,False,DAR ES SALAAM,3.0213,,257.0,260.0,2.0,258.0,0.0,0.0,258.0,43.0,133.0,77.0,4.0,1.0,,,
s3761,KISARAWE II SECONDARY SCHOOL,False,DAR ES SALAAM,2.5808,,66.0,66.0,0.0,66.0,0.0,0.0,66.0,21.0,40.0,5.0,0.0,0.0,,,
s0586,KAISHO SECONDARY SCHOOL,False,KAGERA,1.821,,27.0,27.0,0.0,27.0,0.0,0.0,27.0,25.0,2.0,0.0,0.0,0.0,,,
s0181,KISARAWE LUTHERAN JUNIOR SEMINARY,False,PWANI,2.8333,,4.0,4.0,0.0,4.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,530,40,13:1
s0413,KIBITI SECONDARY SCHOOL,False,PWANI,2.515,,433.0,433.0,0.0,433.0,0.0,0.0,433.0,177.0,217.0,39.0,0.0,0.0,,,
s1272,KISARIKA SECONDARY SCHOOL,False,KILIMANJARO,2.4758,,55.0,56.0,1.0,55.0,0.0,0.0,55.0,20.0,35.0,0.0,0.0,0.0,,,
s4631,KAIZIREGE SECONDARY SCHOOL,False,KAGERA,2.2374,,106.0,107.0,1.0,106.0,0.0,0.0,106.0,62.0,42.0,2.0,0.0,0.0,400,30,13:1
s3495,KISAZA SECONDARY SCHOOL,False,TANGA,1.6957,,92.0,92.0,0.0,92.0,0.0,0.0,92.0,88.0,4.0,0.0,0.0,0.0,,,
s4661,KAJUMULO ALEXANDER GIRLS' SECONDARY SCHOOL,False,KAGERA,2.3333,,18.0,18.0,0.0,18.0,0.0,0.0,18.0,10.0,7.0,1.0,0.0,0.0,,,
s0317,KIBO SECONDARY SCHOOL,False,KILIMANJARO,2.6528,,12.0,12.0,0.0,12.0,0.0,0.0,12.0,3.0,8.0,1.0,0.0,0.0,,,
s1418,KISHAPU SECONDARY SCHOOL,False,SHINYANGA,2.3242,,73.0,73.0,0.0,73.0,0.0,0.0,73.0,38.0,34.0,1.0,0.0,0.0,,,
s1598,KAKONKO SECONDARY SCHOOL,False,KIGOMA,2.8582,,368.0,375.0,6.0,369.0,0.0,0.0,369.0,73.0,220.0,73.0,2.0,1.0,,,
s0230,KIBONDO SECONDARY SCHOOL,False,KIGOMA,2.6975,,362.0,365.0,3.0,362.0,0.0,0.0,362.0,92.0,223.0,46.0,1.0,0.0,,,
s0360,KISHOJU SECONDARY SCHOOL,False,KAGERA,2.7981,,241.0,241.0,0.0,241.0,0.0,0.0,241.0,53.0,143.0,45.0,0.0,0.0,,,
s0706,KALANGALALA SECONDARY SCHOOL,False,GEITA,2.2251,,134.0,135.0,1.0,134.0,0.0,0.0,134.0,78.0,51.0,5.0,0.0,0.0,,,
s0205,KIBOSHO GIRLS' SECONDARY SCHOOL,False,KILIMANJARO,2.7619,,35.0,35.0,0.0,35.0,0.0,0.0,35.0,10.0,17.0,8.0,0.0,0.0,800,40,20:1
